City,Name,Latitude,Longitude,Store Number,Street Combined,Postal Code,Country Subdivision,Country,Ownership Type,nearest_store_number,nearest_store_distance_km
San Clemente,300 S. El Camino Real,33.4260139465332,-117.61138916015625,5430-1338,300 S. El Camino Real,926724069,CA,US,CO,73460-50619,1.9
Colorado Springs,Powers & Constitution,38.873130798339844,-104.72209167480469,5333-285,"2856 North Powers Boulevard, Safeway Marketplace East Shopping Center",809222800,CO,US,CO,74157-17756,0.3
Hasbrouck Heights,Hasbrouck Heights,40.8567008972168,-74.0703125,7428-1904,201-211 Route 17 South,07604,NJ,US,CO,10643-101721,2.3
Cambridge,Cambridgeside Galleria Mall,42.367530822753906,-71.07622528076172,7436-1835,"100 Cambridgeside Place, Suite E108, Cambridgeside Galleria Mall",021412218,MA,US,CO,28232-250138,0.1
Weston,Lakes Plaza,26.118196487426758,-80.39276885986328,8236-995,"310 Indian Trace Road, Weston Lakes Plaza",333262996,FL,US,CO,8380-12122,2.6
Miami Beach,16th & Alton,25.788793563842773,-80.14132690429688,8242-629,"1570 Alton Road, Suite A",331393344,FL,US,CO,8251-1325,0.5
Jersey City,Jersey City,40.72631072998047,-74.03315734863281,7383-1554,111 Town Square Place,073101755,NJ,US,CO,19500-201864,0.4
New York,49th & 8th-World Wide Plaza,40.762176513671875,-73.98747253417969,7393-1367,325 W 49th St,100197316,NY,US,CO,7670-36979,0.1
Longmeadow,"Longmeadow, Bliss Road",42.056827545166016,-72.55431365966797,7400-1205,708 Bliss Road,011061557,MA,US,CO,10202-99928,3.5
Gaithersburg,First Field Shopping Center,39.14452362060547,-77.21975708007812,7401-1574,"505 Quince Orchard Road, Space 12",208781436,MD,US,CO,7598-5141,1.7
Hingham,"Hingham, 3A",42.2488899230957,-70.9037857055664,7328-1206,184 Lincoln Street,020431718,MA,US,CO,70090-125107,6.7
New York,23rd & 3rd,40.738792419433594,-73.9833984375,7341-1273,296-300 Third Avenue,100105506,NY,US,CO,17452-180204,0.2
Rochester,"Monroe Avenue, Rochester",43.144447326660156,-77.58949279785156,7345-798,680 Monroe Avenue,146073147,NY,US,CO,7315-1049,2.8
Henrietta,Henrietta Plaza,43.08891296386719,-77.60889434814453,7360-1050,1100 Jefferson Road,146233135,NY,US,CO,10972-102907,2.1
Greenbelt,Greenway Shopping Center,38.992183685302734,-76.87824249267578,7365-1289,"7541 Greenbelt Rd., Space 16, Greenway Center",207703403,MD,US,CO,74148-18056,0.1
Alexandria,Mark Shops,38.83083724975586,-77.1257095336914,7368-1245,"1462 N. Beauregard St., B",223115800,VA,US,CO,76295-90966,1.7
Pittsford,Pittsford,43.09040069580078,-77.51486206054688,7294-1052,5 State Street,145342027,NY,US,CO,7657-32499,3.5
Hartford,"City Place, Hartford",41.76679992675781,-72.67593383789062,7306-1044,185 Asylum Street,061033408,CT,US,CO,75175-76721,0.6
Washington,3122 M Street,38.90506362915039,-77.06192016601562,7237-703,3122 M St NW,200073704,DC,US,CO,13641-108262,0.3
Livingston,Livingston,40.795597076416016,-74.31570434570312,7243-563,1 West Mt. Pleasant Avenue,070392972,NJ,US,CO,9273-95101,3.1
El Centro,"Imperial & Main, El Centro",32.79154586791992,-115.57017517089844,8751-94326,"202 S. Imperial Avenue, Valley Plaza",922432859,CA,US,CO,79674-114965,0.8
Fresno,"Shields & Hwy 41, Fresno",36.78007125854492,-119.78673553466797,2943-84581,"2035 E. Shields, Manchester Center",937265428,CA,US,CO,5471-1581,2.8
San Diego,Rancho Penasquitos & I-15,32.951263427734375,-117.1072769165039,7925-95331,"12889 Rancho Penasquitos Blvd., #A",921292967,CA,US,CO,6644-67920,1.6
Washington,7th & E,38.895999908447266,-77.02171325683594,2749-50420,443 7th Street NW,200042229,DC,US,CO,719-1122,0.2
Dacula,Hamilton Mill Rd & Braselton Hwy,34.06999969482422,-83.91291809082031,3430-92802,"2085 Hamilton Creek Pkwy, Suite 110",300195401,GA,US,CO,79400-103740,2.7
New York,State St & Pearl Streets,40.703285217285156,-74.01412200927734,7244-646,1 Battery Park Plaza,100041405,NY,US,CO,7398-1655,0.1
New York,57th Btwn Eighth & Ninth,40.767032623291016,-73.9839859008789,7245-595,322 West 57th Street,100193701,NY,US,CO,8614-93967,0.1
Bel Air,Bel Air Marketplace,39.5239143371582,-76.35227966308594,7249-701,620 Marketplace Drive,210144338,MD,US,CO,76350-88985,0.2
Laurel,Laurel,39.09639358520508,-76.85234832763672,7257-662,"929 Washington Blvd, #80",207074811,MD,US,CO,24362-230631,0.7
Houston,San Felipe & 610,29.747648239135742,-95.45486450195312,6276-1251,"4520 San Felipe, Suite 300, San Felipe & 610",770273374,TX,US,CO,76155-90357,0.3
Houston,Pennzoil Place (Downtown),29.759992599487305,-95.36558532714844,6278-1388,"711 Louisiana, Suite R-204, Pennzoil Place",770022720,TX,US,CO,6267-180127,0.2
Austin,W.24th & Nueces (White House),30.287940979003906,-97.74259948730469,6284-1715,"504 W 24th St, Suite B",787055231,TX,US,CO,75480-107203,0.3
Arlington,Arlington,42.41474914550781,-71.15099334716797,7205-1788,327 Broadway,024745303,MA,US,CO,7283-702,2.0
Golden,13th St & Washington Ave,39.75460433959961,-105.22029113769531,6425-49679,"1301 Washington Avenue, Unit A, TBD",804016137,CO,US,CO,74355-85884,0.5
Boston,Childrens' Hospital,42.337711334228516,-71.10472106933594,7804-58220,283 Longwood Avenue,021155704,MA,US,CO,22802-199167,0.1
Savannah,SAV - Savannah Main Rotunda,32.13523864746094,-81.23050689697266,75565-46819,400 Airways Ave,314088000,GA,US,LS,75844-100381,0.3
Kent,64th & Meeker,47.380863189697266,-122.25289154052734,3396-70341,"1428 West Meeker, 101",980324330,WA,US,CO,74473-94736,0.5
Santa Rosa,Santa Rosa Plaza,38.439632415771484,-122.71614074707031,6789-80880,"1071 Santa Rosa Plaza, 1015",954016397,CA,US,CO,28457-250032,0.2
Angels Camp,Hwy 4 & Hwy 49 - Angels Camp,38.08219909667969,-120.55987548828125,6533-64399,"27 N. Main Street, A, Frog Jump Plaza",952229332,CA,US,CO,3499-129845,20.8
Livermore,Las Positas & Vasco,37.70305252075195,-121.7219467163086,6468-61500,223 South Vasco Road,945519203,CA,US,CO,6532-61700,1.7
Chula Vista,"Chula Vista Center, Chula Vista",32.63053894042969,-117.08673095703125,6632-68180,"555 Broadway, # 147, Chula Vista Center",919105344,CA,US,CO,5885-32284,0.2
Los Angeles,II Cal Plaza,34.05165100097656,-118.25154876708984,5289-886,"350 South Grand Avenue, Suite #B-5",90071,CA,US,CO,9225-8789,0.1
Lexington,Univ of Kentucky-Kentucky Clinic,38.034122467041016,-84.50843048095703,75184-78280,740 S Limestone Ave,405081683,KY,US,LS,75352-100685,0.6
Seattle,Metropolitan Park,47.61687469482422,-122.32990264892578,104-58,"1730 Minor Avenue, Suite 102",981011448,WA,US,CO,22344-217764,0.3
Kent,Midway Crossing,47.39231872558594,-122.29536437988281,397-222,23325 Pacific Highway South,980322704,WA,US,CO,13729-108005,0.8
Houston,San Felipe & Voss - SE Corner,29.749658584594727,-95.49971771240234,683-1358,1655 S. Voss Rd.,770572622,TX,US,CO,678-240344,1.5
Evanston,Dempster & Chicago,42.04100799560547,-87.68031311035156,241-1471,528 Dempster St,602021303,IL,US,CO,2444-20719,0.8
Sayville,Sayville,40.73567581176758,-73.08336639404297,7447-6426,59 Main Street,117822501,NY,US,CO,10284-100403,3.3
Marietta,Sandy Plains (Publix),34.03839874267578,-84.46288299560547,8203-712,3605 Sandy Plains Road NE,300663068,GA,US,CO,13946-112245,4.7
Raleigh,Cameron Village - HT,35.791568756103516,-78.662109375,8218-855,"500 Oberlin Road, Cameron Village Shopping Center",276051318,NC,US,CO,23848-188525,1.2
Latham,"Newton Plaza, Loudonville",42.7281494140625,-73.76106262207031,7390-1054,594 New Loudon Road,121104025,NY,US,CO,13452-106976,2.6
Framingham,"Framingham, Whole Foods",42.29889678955078,-71.42230224609375,7399-1591,25 Prospect St,017016800,MA,US,CO,15209-156776,2.2
Alexandria,Potomac Yards,38.83879852294922,-77.05174255371094,7412-959,"3825 C Jefferson Davis Highway, Potomac Yard Center",223053138,VA,US,CO,22473-220544,1.1
Amherst,Niagara Falls Blvd,43.000648498535156,-78.82182312011719,7327-676,1703 Niagara Falls Boulevard,142282705,NY,US,CO,76778-109264,0.4
Fredericksburg,3500 Plank Road,38.29359817504883,-77.51896667480469,7265-810,"3500 Plank Road, Suite A",224076887,VA,US,CO,28204-249818,0.5
Ramsey,Ramsey Train Station,41.057098388671875,-74.1425552368164,7271-814,8 West Main Street,074461810,NJ,US,CO,13982-106892,2.1
Burlington,Burlington Mall Road,42.48637390136719,-71.2121353149414,7279-748,"84 Burlington Mall Road, Suite D, The Marketplace",018034538,MA,US,CO,28587-249793,0.8
Pittsburgh,Monroeville,40.42942810058594,-79.81041717529297,7284-670,"3460 William Penn Highway, The Shops at Penn Center East",152355413,PA,US,CO,28625-249955,1.8
New York,22nd St. & Sixth Ave.,40.741844177246094,-73.99324035644531,7285-1073,684 Avenue of the Americas,100105110,NY,US,CO,7587-18379,0.2
Massapequa,Massapequa Village Square,40.66698455810547,-73.47486877441406,7307-1088,4301 Merrick Road,117586018,NY,US,CO,14217-117928,3.8
Forest Hills,7000 Austin Street,40.720977783203125,-73.84736633300781,7217-623,7000 Austin Street,113751022,NY,US,CO,7349-910,0.3
Colorado Springs,Albertsons-Austin Bluffs #803,38.932403564453125,-104.73919677734375,73632-87500,7055 Austin Bluffs Parkway,809239276,CO,US,LS,16854-146048,1.9
Denver,Stapleton TC-29th & Quebec,39.75794982910156,-104.90261840820312,2817-86203,7304 E. 29th Ave,802382699,CO,US,CO,16946-106016,0.2
Arcadia,Arcadia,34.124874114990234,-118.05693054199219,537-481,733 West Naomi,910077561,CA,US,CO,28595-249833,1.0
San Diego,University Town Centre,32.87070846557617,-117.21043395996094,540-484,4545 La Jolla Village Dr,921221241,CA,US,CO,28669-250142,0.2
West Linn,West Linn,45.36648941040039,-122.61283874511719,424-161,22000 Willamette Drive,970683275,OR,US,CO,498-52140,1.0
Portland,Macadam Avenue,45.47977828979492,-122.67269897460938,432-152,6080 SW Macadam,972393650,OR,US,CO,3713-82764,1.4
Portland,Glisan Avenue,45.526268005371094,-122.61603546142578,435-149,4500 NE Glisan,972132333,OR,US,CO,79416-103054,0.8
Portland,Pac-West,45.515316009521484,-122.67972564697266,450-1004,"1211 S.W. 5th Avenue, Pacwest Center",972041911,OR,US,CO,24166-236326,0.1
Tualatin,Hedges Green / Tualatin,45.38290023803711,-122.76728057861328,457-52,"8639 SW Tualatin Sherwood Road, Hedges Green Shopping Center",970628559,OR,US,CO,14371-106825,0.7
Seattle,Century Square,47.61032485961914,-122.3375244140625,113-64,1501 Fourth Avenue,981013225,WA,US,CO,9408-96539,0.1
Seattle,Plaza 600 Building,47.61383056640625,-122.33687591552734,115-66,600 Stewart Street,981011230,WA,US,CO,3379-70784,0.1
Chicago,40 W. Lake Street - Leo Burnett,41.885902404785156,-87.62886047363281,225-692,40 W Lake Street,606011647,IL,US,CO,232-1436,0.2
Naperville,"Naperville, Jefferson & Main",41.77287292480469,-88.1493911743164,242-1480,42 W. Jefferson St,605405309,IL,US,CO,2603-42199,0.3
Chicago,100 S. Wacker,41.8804817199707,-87.63752746582031,257-1457,"100 S. Wacker Drive, Suite 100",606064008,IL,US,CO,289-1426,0.1
Edina,3215 Galleria - Galleria Mall,44.87727355957031,-93.32364654541016,271-1488,3215 Galleria,554352509,MN,US,CO,76641-110944,0.2
Tacoma,Westgate,47.27012634277344,-122.51436614990234,311-76,2405 N Pearl St,984062575,WA,US,CO,79534-103065,0.3
Renton,Renton Village,47.47148513793945,-122.21146392822266,374-88,"601 S. Grady Way, #E",980573229,WA,US,CO,3401-190904,0.5
Santa Monica,15th & Montana,34.032752990722656,-118.49423217773438,574-296,"1426 Montana Avenue, #4",904031763,CA,US,CO,79544-104485,0.8
Wyckoff,Wyckoff,41.0110969543457,-74.16732788085938,7445-2506,325 Franklin Avenue,074812035,NJ,US,CO,11929-105443,3.8
Reno,Mount Rose Hwy & Wedge Pkwy - Reno,39.39396667480469,-119.76637268066406,5355-948,"18250 Wedge Parkway, Galena Junction",895118136,NV,US,CO,9886-98590,1.8
Tacoma,Univ. of Wash / Tacoma,47.245521545410156,-122.43708801269531,3226-582,1748 Pacific Ave,984023215,WA,US,CO,341-90,0.9
Hanover,Arundel Village,39.15196228027344,-76.72364807128906,8713-93067,"7645 Arundel Mills Blvd., Suite 110",210761491,MD,US,CO,28425-250166,0.5
Trenton,Richard Stockton Travel Plaza,40.17656707763672,-74.63597869873047,75683-94535,200 Uncle Petes Rd,086913918,NJ,US,LS,72452-11619,0.6
Ann Arbor,"Ann Arbor, Main & Liberty",42.27946472167969,-83.74870300292969,8793-72985,300 South Main Street,481042108,MI,US,CO,2359-1328,0.6
Grand Rapids,"GRR - Grand Rapids Conc A, Food Crt",42.884159088134766,-85.53077697753906,75694-94828,"5500 44th St SE, Concourse A - Food Court, Gerald R Ford International Airport",495124093,MI,US,LS,9710-97940,3.2
Orlando,Alafaya & Corporate Blvd,28.60805320739746,-81.20822143554688,8627-94107,"4650 N Alafaya Trail, 103",328262300,FL,US,CO,20281-150104,1.2
New Port Richey,Little Rd & SR 54,28.205026626586914,-82.66455078125,2967-88581,3244 Little Rd,346551865,FL,US,CO,76270-95751,0.6
Scarsdale,Scarsdale Central Park Ave,40.99074172973633,-73.82295989990234,7225-549,975B Central Park Avenue,105833211,NY,US,CO,7901-67260,1.0
Phoenix,Esplanade,33.508541107177734,-112.02884674072266,5422-1009,"2425 East Camelback Road, Suite #101",85016,AZ,US,CO,20488-195008,0.1
Richfield,Lyndale and 77th,44.86471176147461,-93.28865814208984,3484-92905,"7610 Lyndale Ave. South, Suite 800",554234167,MN,US,CO,2220-665,1.6
Medway,Medway,42.15271759033203,-71.40472412109375,8958-95113,"67A Main Street, Unit 104",020531817,MA,US,CO,21680-101811,7.1
Happy Valley,Clackamas  Town Center,45.435726165771484,-122.57272338867188,8841-85602,"12000 SE 82nd Avenue, Space #H125 (For Mailing purposes #1148), Clackamas Town Center",97266,OR,US,CO,28302-249871,0.3
Placerville,Missouri Flat & Hwy 50,38.71329116821289,-120.83898162841797,8623-3198,"3967 Missouri Flat, 100, Missouri Flat Village",956675250,CA,US,CO,74477-67020,0.1
Mill Valley,45 Camino Alto,37.89445114135742,-122.53070068359375,5728-9492,"45 Camino Alto, 101 & 102",949412929,CA,US,CO,21728-213324,1.1
Campbell,267 E. Campbell Ave.,37.287193298339844,-121.94505310058594,5746-10935,267 E. Campbell Avenue,950082075,CA,US,CO,11440-104416,0.8
Austin,45th & N. Lamar,30.312694549560547,-97.73841857910156,6328-9152,"4400 N Lamar, Ste 104",787563401,TX,US,CO,9612-97255,1.1
Dallas,Galleria North,32.93320846557617,-96.81889343261719,6302-1882,"5223 Alpha Road, Galleria North",752404342,TX,US,CO,695-1353,0.3
Greenwood Village,Belleview and Ulster - DTC,39.623191833496094,-104.89720153808594,5722-8007,"8000 E Belleview, Suite B10, Denver Tech Center",801112636,CO,US,CO,75001-29516,1.2
San Francisco,44 Montgomery & Market St,37.78958511352539,-122.40196228027344,5752-12495,44 Montgomery Street,941044602,CA,US,CO,22607-215244,0.1
College Park,College Park,39.01531219482422,-76.92829895019531,7517-8689,4750 Cherry Hill Road,207401330,MD,US,CO,15490-155732,2.5
Mt Vernon,Mt.Vernon/Haggens,48.421878814697266,-122.3074722290039,3299-11377,2601 E. Division,982744748,WA,US,CO,367-98550,2.6
Northbrook,Northbrook Court,42.15009307861328,-87.81707763671875,2391-12229,"1290 Northbrook Court Mall, Northbrook Court",600621405,IL,US,CO,2248-189624,1.6
Plano,Park & Tollway,33.028480529785156,-96.82769012451172,6334-4937,"2108 Dallas Pkwy, Suite 244, Polo Towne Crossing",750934362,TX,US,CO,72185-20779,0.2
Selden,Selden,40.86301803588867,-73.0550537109375,7528-14030,1251 Middle Country Road,117842523,NY,US,CO,7614-28547,2.3
San Diego,"Tierrasanta & Santo, San Diego",32.822288513183594,-117.10176086425781,5723-8585,"10601 Tierrasanta Blvd., #A",921242616,CA,US,CO,74968-102652,0.9
Seattle,Alki Ave.,47.57905578613281,-122.41100311279297,3306-2068,2742 Alki Ave SW,981162812,WA,US,CO,15947-155025,1.9
Chicago,Clinton & Adams-Metropolitan Place,41.8794059753418,-87.64091491699219,2410-12599,"139 South Clinton, Metroplitan Place",606613615,IL,US,CO,289-1426,0.2
New Hope,New Hope,40.364498138427734,-74.95138549804688,790-13828,4A East Bridge Street,189381364,PA,US,CO,769-979,15.2
Bellevue,Lakemont / Bellevue,47.5586051940918,-122.11460876464844,3255-48,"4851 Lakemont Blvd SE, Ste D, Lakemont Village",980065501,WA,US,CO,2983-103485,3.0
Seattle,2nd & Seneca,47.606414794921875,-122.33649444580078,3312-12535,"1191 2nd Avenue, 2nd & Seneca",981013438,WA,US,CO,15719-172425,0.1
East Hanover,East Hanover - Rt 10,40.80116653442383,-74.3603515625,7475-6848,405 Route 10 East,079363532,NJ,US,CO,859-558,3.1
Solana Beach,Solana Beach Towne Center,32.99506759643555,-117.25891876220703,5679-1997,"691 Lomas Santa Fe, Ste A",920751430,CA,US,CO,6860-82126,0.4
Anacortes,Commercial & 17th/Anacortes,48.50783157348633,-122.61283111572266,3279-1869,"1720 Commercial Avenue, Fidalgo Square",982212325,WA,US,CO,74770-75586,0.5
Brentwood,Hwy 4 & Balfour,37.92687225341797,-121.6908950805664,5944-34480,"8610 Brentwood Blvd., 1",945135686,CA,US,CO,74454-82476,2.7
Turlock,Lander & Linwood - Turlock,37.47716522216797,-120.84919738769531,8643-84961,1611 Lander Avenue,953806200,CA,US,CO,11242-103576,2.8
Sunnyvale,Mathilda & Maude - Sunnyvale,37.38835525512695,-122.03036499023438,2885-73085,460 N Mathilda Avenue,940854221,CA,US,CO,25394-240832,1.3
Chula Vista,"4th & C, Chula Vista",32.65034103393555,-117.08689880371094,2927-93081,"20 3rd Avenue, #204",919101082,CA,US,CO,6487-237986,1.0
Rohnert Park,Target Rohnert Park T-852,38.3487434387207,-122.72052764892578,76163-92527,475 Rohnert Park Expy W,949287907,CA,US,LS,6762-79380,0.0
Phoenix,PHX-T3 Lobby,33.43565368652344,-112.0086669921875,72389-3329,"3400 Sky Harbor Blvd., Phoenix Sky Harbor Int'l Airport",850344403,AZ,US,LS,72498-10895,0.0
Forked River,Forked River Travel Plaza-Gdn St. P,39.87430953979492,-74.21458435058594,72423-6826,"Garden State Parkway, Mile Marker 74.5",08731,NJ,US,LS,70079-107658,10.1
San Jose,Bernal & Via Del Oro,37.23220443725586,-121.77503204345703,5676-2765,"125 Bernal Road, Suite 20",951191397,CA,US,CO,25447-240724,0.6
New York,35th and 8th,40.75263214111328,-73.99290466308594,7470-8467,494 Eighth Ave.,100012519,NY,US,CO,7353-835,0.1
Fort Lee,Lemoine Ave.,40.84951400756836,-73.97076416015625,7471-5986,"1605 Lemoine Ave., Whitman Plaza",070245639,NJ,US,CO,73855-93630,0.9
La Canada,Verdugo & 2 Freeway,34.20600128173828,-118.21760559082031,5705-7827,"1929 Verdugo, #A",910113002,CA,US,CO,16782-10773,0.9
Matawan,Matawan,40.409141540527344,-74.23426818847656,7438-2865,"265 Main Street, Main Street Village",077473222,NJ,US,CO,73920-94742,6.9
Gardena,Redondo Beach & Normandie,33.89186477661133,-118.2978286743164,5644-2381,1258 W Redondo Beach Blvd,902473468,CA,US,CO,25053-238705,1.1
Newtown,"Newtown, Church Hill Road",41.41489791870117,-73.29964447021484,7482-6529,34 Church Hill Road,064701625,CT,US,CO,14543-118984,6.5
Newport Beach,Via Lido,33.617740631103516,-117.92938995361328,586-244,"3465 Via Lido, Suite E-3",926633908,CA,US,CO,5776-15502,0.6
Napa,Trancas & Jefferson Napa,38.32313537597656,-122.30192565917969,604-319,1340 Trancas Street,945582912,CA,US,CO,74492-97261,0.2
San Francisco,120 4th Street,37.78406524658203,-122.40397644042969,611-409,120 4th Street,941033004,CA,US,CO,18113-165906,0.0
Del Mar,Del Mar,32.95938491821289,-117.26498413085938,526-470,1435 Camino Del Mar,920142571,CA,US,CO,74848-94840,1.9
Munster,Target Munster T-1913,41.56749725341797,-87.50711822509766,76231-90431,8005 Calumet Ave,463211217,IN,US,LS,25512-241215,2.4
St Cloud,Target St Cloud East T-930,45.5654182434082,-94.14531707763672,76223-90370,120 Lincoln Ave SE,563040822,MN,US,LS,19892-188669,3.9
Wethersfield,Wethersfield Route 99,41.692535400390625,-72.65524291992188,8644-93763,1090 Silas Deane Highway,061094231,CT,US,CO,7836-81480,4.2
Napa,Target Napa North T-1438,38.32255554199219,-122.30786895751953,76263-90141,4000 Bel Aire Plaza,945582835,CA,US,LS,11235-104090,0.3
Glenview,Jewel-Osco Glenview #2501,42.079288482666016,-87.81714630126953,72197-19919,1340 Patriot Blvd.,600267777,IL,US,LS,2683-72626,1.3
Orlando,Super Target Orlando ST-1760,28.552213668823242,-81.20179748535156,72165-11618,325 N Alafaya Trail,328287012,FL,US,LS,8389-17094,0.7
Redwood City,Safeway-Redwood City #305,37.48446273803711,-122.23046875,74143-24432,1071 El Camino Real,940631689,CA,US,LS,555-497,0.1
Davenport,Super Target Davenport ST-0533,41.57405471801758,-90.52668762207031,72603-22924,5225 Elmore Ave,528073454,IA,US,LS,13972-103547,0.3
Cedar Rapids,Super Target Cedar Rapids S ST-1771,41.94430923461914,-91.71735382080078,72613-22324,3400 Edgewood Rd,524047214,IA,US,LS,10363-100477,1.5
Dallas,Super Target North Dalls ST-1775,32.98263931274414,-96.76962280273438,72617-22323,16731 Coit Rd,752481750,TX,US,LS,74637-90311,0.6
Grover Beach,Vons-Grover Beach #2560 (560),35.12093734741211,-120.60823822021484,74507-27688,1758 Grand Ave.,934332293,CA,US,LS,6887-85302,0.2
Phoenix,"3rd & Van Buren St., Phoenix",33.45208740234375,-112.06929779052734,5837-27007,"455 N. 3rd Street, 100",850043924,AZ,US,CO,75382-102494,0.3
Jackson,Lee's Summit,38.91554260253906,-94.361328125,2417-14470,"125 SE State Route 291, Lee's Summit",64063,MO,US,CO,29142-213864,2.4
East Lansing,"E Lansing, Grand River & Charles",42.734275817871094,-84.47969818115234,2361-8205,401 East Grand River Avenue,488234432,MI,US,CO,18382-186726,0.7
New York,100 Williams Street,40.708412170410156,-74.00740051269531,7493-6648,100 William Street,100384512,NY,US,CO,7691-52959,0.2
Chicago,2023 W. Roscoe - Roscoe Village,41.94308853149414,-87.67945861816406,2369-8625,2023-25 West Roscoe Street,606186201,IL,US,CO,2615-54899,0.5
Los Angeles,5th & Olive (The Gas Co),34.05009460449219,-118.25313568115234,9234-9075,"555 West 5th Street, The Gas Company Tower",900131007,CA,US,CO,24871-239146,0.2
San Francisco,4094 18th St.,37.76099395751953,-122.43474578857422,9212-9394,4094 18th Street,941142534,CA,US,CO,74151-24429,1.1
San Francisco,565 Clay St.,37.79460525512695,-122.40269470214844,9213-9395,565 Clay Street,941113029,CA,US,CO,533-478,0.2
San Francisco,555 California St.,37.79219055175781,-122.4035415649414,9221-9400,"555 California St, B of A",941041503,CA,US,CO,628-413,0.2
Orange,Main & Town and Country,33.77714157104492,-117.8668212890625,5724-5909,"691 S. Main Street, #100",928684686,CA,US,CO,22998-208625,0.4
Hoboken,Hoboken - 12th & Hudson,40.751182556152344,-74.02538299560547,7489-4450,"1205 N. Hudson Street, The Shipyards at 12th & Hudson",070305404,NJ,US,CO,14479-123745,1.2
New York,Broadway and Bond,40.72719192504883,-73.9954605102539,7497-8627,665 Broadway,100122300,NY,US,CO,75194-74840,0.3
Fort Lauderdale,SEC Broward & Federal,26.122190475463867,-80.13707733154297,8303-7947,10 S. Federal Highway,333011935,FL,US,CO,8302-11741,0.4
Chicago,North & Nordica - Galewood,41.90922546386719,-87.8025894165039,2949-92500,7112 W. North Ave.,607074308,IL,US,CO,10959-103394,2.4
West Lafayette,Sagamore & Salisbury,40.45286178588867,-86.915283203125,2856-87862,545 Sagamore Parkway,479061439,IN,US,CO,22766-223914,0.7
Kansas City,1701 W. 39th Street -KCMO,39.057151794433594,-94.60518646240234,2490-26287,1701 W. 39th Street,641114403,MO,US,CO,10832-103187,1.8
Seattle,Holman Road,47.70166015625,-122.36396789550781,3346-32539,9999 Holman Rd NW,981172041,WA,US,CO,16763-96479,1.1
Las Vegas,Albertsons-Las Vegas #6046,36.16017532348633,-115.24514770507812,73363-25330,1001 S. Rainbow Blvd.,891456232,NV,US,LS,8613-93751,0.9
San Diego,College Grove & College Way,32.74229431152344,-117.05603790283203,5897-34200,3436 College Avenue,921157134,CA,US,CO,24174-235457,0.4
Clearwater,433 Cleveland Street,27.965482711791992,-82.80012512207031,8379-19581,"433 Cleveland Street, Weisman Building",337554004,FL,US,CO,18691-181784,5.3
Jacksonville,1980 San Marco Boulevard,30.303905487060547,-81.65483856201172,8395-27707,1980 San Marco Blvd.,322073212,FL,US,CO,8467-51479,2.6
Germantown,Milestone,39.203365325927734,-77.24856567382812,7634-32219,"20934 Frederick Road, Unit B-1A",208764123,MD,US,CO,76257-95152,0.5
Portland,23rd & Overton,45.53207778930664,-122.69879913330078,477-5346,1301 NW 23rd Ave.,972102601,OR,US,CO,428-156,0.4
Petaluma,N. McDowell & E. Washington,38.25035858154297,-122.6288070678711,5863-21261,205 N. McDowell,949542306,CA,US,CO,18925-100256,0.8
Austin,Brodie Oaks Center on S. Lamar,30.237674713134766,-97.79254913330078,6388-25494,4006 S Lamar Blvd,787048802,TX,US,CO,79731-130864,0.9
Chowchilla,Robertson & Hwy 99 - Chowchilla,37.12609100341797,-120.25643920898438,7977-93612,"120 E Robertson Blvd, A",93610,CA,US,CO,7939-84960,22.1
Meridian,Eagle Road & Florence Dr.,43.61747741699219,-116.35515594482422,8832-94654,3120 E Florence Street,836421586,ID,US,CO,26353-101209,1.4
Salem,Fred Meyer - South Salem #355,44.906455993652344,-123.04267120361328,72911-83342,3450 Commercial St SE,973024635,OR,US,LS,429-166,0.1
Bend,Century Dr & Simpson,44.04671859741211,-121.33113098144531,2815-83074,"320 SW Century Drive, Suite 200",977023037,OR,US,CO,74365-112985,0.1
Tacoma,72nd & Portland Avenue,47.19189453125,-122.40692138671875,8781-84562,"1621 East 72nd Street, Johnsborough Station",984045402,WA,US,CO,74826-99752,0.2
San Diego,"Mira Mesa & I-15, San Diego",32.91537857055664,-117.12083435058594,5753-5557,10720 Westview Parkway,921262962,CA,US,CO,74582-80045,2.2
Gladstone,N. Propsect Ave & NE 64th-Gladstone,39.21000671386719,-94.54730224609375,2416-12042,"6417 North Prospect Avenue, #408, Prospect Plaza Shopping Center",641191545,MO,US,CO,26662-242347,1.5
San Diego,"Genesee & Nobel Dr., San Diego",32.8697624206543,-117.2154541015625,5784-17354,"8750 Genesee Avenue, #244",921221131,CA,US,CO,28669-250142,0.3
Memphis,Poplar & White Station,35.10918045043945,-89.88880157470703,8360-10799,5201 Poplar Avenue,381177611,TN,US,CO,5120-148331,1.3
Towson,Towson Town Center Mall,39.40415573120117,-76.59825897216797,7562-14710,"825 Dulaney Valley Road, Space # 4295, Towson Town Center",212041010,MD,US,CO,28295-249795,0.3
Milford,"Milford, N Main St",42.59264373779297,-83.60086059570312,2439-20480,"525 N. Main, 250",483811591,MI,US,CO,72988-96618,8.6
Phoenix,Safeway-Phoenix #1201,33.30472183227539,-111.99676513671875,74101-22842,4005 East Chandler Boulevard,850488888,AZ,US,LS,6966-85340,1.2
Mill Creek,Albertsons-Millcreek #458,47.85097122192383,-122.21973419189453,73197-21687,16304 Bothell Everett Highway,980121226,WA,US,LS,18628-193714,0.1
